names,scores,logfoldchanges,pvals,pvals_adj
JAKMIP2-AS1,1.9418825,0.026792986,0.052151334432888524,0.18268399644505867
AP000857.2,1.9417722,0.37100038,0.052164677392362774,0.1827117650733122
RANBP3,1.9411134,-0.019499388,0.052244528858018245,0.1829724561489631
AC073342.1,1.9399712,0.11253214,0.05238318667633118,0.1834390252127242
MAP3K11,1.939814,0.17083484,0.05240230589433064,0.18348693242937547
SMCO4,1.9392173,0.10788031,0.05247488095112337,0.18372198616106777
CHDH,1.9383079,0.10367863,0.052585665541719645,0.18405255715126007
CEP104,1.9382045,-0.037938945,0.05259827370098845,0.18407758919608375
ANKRD23,1.9380352,0.034627724,0.052618919539886164,0.1841307425077419
CSF2RA,1.9379177,0.037376273,0.05263326361947473,0.18416183517218615
DDX25,1.9369549,0.17877214,0.05275086687837019,0.18453504727038314
AC078845.1,1.9367105,0.378963,0.0527807414188783,0.1846012723666491
VAV3-AS1,1.9354916,1.3955407,0.05293000818389035,0.18508495917287612
PLEKHM2,1.9346682,-0.055881742,0.053031030548039336,0.18541899446566515
AC004982.2,1.9343189,0.22962424,0.053073937165158215,0.18554978426331012
B4GALT1,1.9337803,0.04459607,0.05314014373548437,0.1857598289250679
AC093151.8,1.9337406,0.65119904,0.05314502975323103,0.1857598289250679
C4orf50,1.933249,0.5928366,0.053205534505849604,0.185932786163647
IQCH-AS1,1.9328849,-0.016915381,0.053250379000609506,0.1860509565393085
SHD,1.9328268,0.24431393,0.053257536387295155,0.18605669515358564
CASC2,1.9324859,-0.07975355,0.05329956226812882,0.18618423402773474
MOB2,1.9322617,0.079806924,0.053327209129888815,0.1862615233890733
FITM2,1.9315689,0.3710193,0.053412736564870354,0.18648302737131647
CAB39L,1.9313765,-0.084117055,0.05343651039588924,0.18654672508548378
PDE4A,1.9309454,0.08589849,0.05348981164731052,0.18671347910453337
PNPLA3,1.9307256,0.8624952,0.053516997558851,0.186784982940127
UBL4A,1.9306903,0.43525162,0.05352136912239403,0.186784982940127
GALNT3,1.9302809,0.05983944,0.05357204667506467,0.18694250503482177
SLC22A10,1.9298773,1.095812,0.05362204689238042,0.1870976311933228
PPP1R35,1.9296538,0.1288082,0.053649759129358744,0.18717496626134186
RNF112,1.9289489,0.13929386,0.05373720519530151,0.18742190547646925
RTN4R,1.9286469,1.8737226,0.05377471140723443,0.18751394715719563
CSRP2,1.9280713,0.36698398,0.05384626428306546,0.1877440489993571
MAT2A,1.9278557,-0.005917329,0.05387307984254821,0.18781813523282515
FBLN7,1.9270656,-0.00750709,0.05397144920765333,0.18814163896658403
ABHD12B,1.9262475,0.3568168,0.05407348086994315,0.18845837025922232
LINC00294,1.9260542,0.40600872,0.05409759965620863,0.18852295419910245
PLGLB2,1.9255954,0.37097493,0.05415491775766378,0.18870320805518517
WNT7A,1.9242644,0.3902343,0.05432144941755979,0.1892639408241469
KCNS3,1.9241271,0.30307424,0.054338656339494494,0.18930434210300762
ISOC2,1.9240574,0.36680043,0.05434738658910777,0.18931520716125233
LY6H,1.9235272,0.197143,0.05441386488924772,0.1895272103828774
TAS2R14,1.9233434,0.33945796,0.0544369328757814,0.18958798435328142
TTC4,1.9225703,-0.044095468,0.054534027950692086,0.1899065339566989
MRPS16,1.9216548,0.1372412,0.05464920963395744,0.1902683576285678
SGO2,1.9208711,0.092262365,0.05474795438840028,0.1905923722045453
EPOR,1.9207444,0.3649863,0.05476393955633301,0.1905923722045453
OTUD1,1.920737,0.39705616,0.05476487109555865,0.1905923722045453
AL512306.3,1.9199518,0.52938974,0.054863991796820055,0.19081940129903951
PILRB,1.918736,-0.008392648,0.05501775515584376,0.19127898310494404
GPR89A,1.9186875,-0.04398458,0.05502389697895862,0.19127898310494404
PRR14,1.9186825,0.123101644,0.055024528886192664,0.19127898310494404
TLCD5,1.9169883,0.053938244,0.05523942404549982,0.19200622800566944
LINC00903,1.9167409,0.24445857,0.055270850890916344,0.19209567286564797
NT5C,1.9164943,0.053412724,0.055302216488913467,0.19218488645307724
ZBTB34,1.916213,0.06699481,0.0553379903492729,0.19228939956879387
UBE2M,1.9153835,0.34474787,0.05544362163152942,0.19260665801273633
TXNL1,1.9153615,-0.03708099,0.055446419735592826,0.19260665801273633
AC004803.1,1.9148309,0.5974312,0.05551406788906047,0.19280005209885273
PEX11B,1.9148258,0.14659147,0.05551472994864777,0.19280005209885273
RAB37,1.9147904,0.6150511,0.05551923722145877,0.19280005209885273
KLC2,1.9134473,0.14899732,0.055690816267814185,0.193356084020505
TGFBRAP1,1.9126214,0.03827861,0.05579654803051396,0.1936687144092065
PSME1,1.9124143,0.43352416,0.05582307103700551,0.19373551564401348
AL359921.1,1.911658,0.13458766,0.05592007034298762,0.19401228025106676
UBA3,1.9098254,-0.068610325,0.05615568844683617,0.19480020651393476
PECR,1.909802,0.0134481145,0.05615872213162194,0.19480020651393476
KCNC4,1.90968,0.21639271,0.056174432631404786,0.19482668164060213
ABCG2,1.9096531,0.15579948,0.05617790434833498,0.19482668164060213
NLGN1-AS1,1.9091387,0.49985787,0.05624420982938998,0.19503658207566343
EFL1,1.9089612,-0.04771683,0.05626709865871257,0.1950959000461445
FAM71F1,1.9075392,0.4621345,0.056450798474272465,0.19570327315098934
PRADC1,1.9075154,0.49274087,0.05645387124834538,0.19570327315098934
KLHL18,1.9057869,-0.02852387,0.05667786060000385,0.19641920729967433
PCBP2,1.9054097,-0.014181276,0.056726843305408496,0.1965403106816086
AC012178.1,1.9052935,0.53598523,0.056741933960899535,0.1965403106816086
KLHDC9,1.9050502,0.9388487,0.05677355219096813,0.19658927745732235
AL080276.2,1.9042504,0.049134515,0.05687758844491417,0.19692931048502352
LINC01116,1.9039228,0.1367103,0.05692024051513263,0.19705676287932575
TMEM208,1.9035847,0.16262758,0.05696429804587435,0.19718905429649733
MAP3K6,1.9034158,0.6516383,0.05698631142333629,0.19724501779923018
OTUD6B,1.9021508,-0.037400976,0.05715145482468567,0.19777604179099603
AC010185.1,1.9020337,6.852651,0.057166743768026766,0.19780390241144416
CDKN2C,1.9019994,0.26825538,0.05717123195346332,0.19780390241144416
VIPR2,1.9007946,0.06512527,0.05732892166125417,0.19830881063116293
RGS5,1.9006094,0.22670151,0.05735319758953722,0.19837244485116026
SIGMAR1,1.8984979,0.33277664,0.05763051635124684,0.19929076774723395
C9orf153,1.8981625,0.040175363,0.05767468887313932,0.1994026417824453
MGAT2,1.8955462,0.33497912,0.05802007459670799,0.20051265721297987
AC103794.1,1.8955055,0.54715616,0.05802546380443793,0.20051265721297987
SLC25A14,1.894553,0.056926012,0.05815164772050373,0.2008664010593462
ZNF354A,1.8941877,0.056253135,0.058200098056614503,0.20101317650859987
LRWD1,1.893815,0.27490458,0.05824956254802734,0.2011634242688912
ABCB1,1.8927007,0.24005014,0.0583976875531575,0.20163368999906608
BX005019.1,1.8924059,0.3554463,0.05843692677889273,0.2017485262729742
SPATA22,1.891715,0.06857919,0.058528960410928456,0.20200443302308238
AC011379.2,1.8917146,0.5859435,0.05852901362897206,0.20200443302308238
SLC27A3,1.8915008,0.35089934,0.05855751766499372,0.20206146808467762
ERF,1.8913617,0.20012558,0.05857607410293388,0.20208636583584128
CENPB,1.891357,0.32018328,0.058576713149026044,0.20208636583584128
AC097662.1,1.8900318,-0.03729521,0.05875371174251404,0.20267627536372151
TADA1,1.8894687,0.06008308,0.058829055141877,0.2028713656068827
PPP4R4,1.888605,0.16746345,0.058944776736426285,0.20322131413358335
BOD1,1.888582,0.14210182,0.05894785488073174,0.20322131413358335
NAGPA,1.8882031,0.35247836,0.05899867692403455,0.2033549615229009
MGAT3,1.8876964,0.18033421,0.059066719656070785,0.20356869149421392
VPS9D1,1.8874137,-0.01593256,0.05910469536515217,0.20367876481451877
ISCA2,1.887261,0.59713846,0.059125220333446575,0.20372868536303618
AC090518.1,1.8870778,0.11609733,0.05914985810425065,0.203792765815268
HECTD3,1.8868229,0.29304606,0.05918414507847159,0.2038682392735699
CERS3,1.8867803,0.5007334,0.05918989251221559,0.2038682392735699
RTN4IP1,1.8865343,-0.010010661,0.05922298955265483,0.20396141267230664
TREH,1.885472,0.771526,0.05936613885219074,0.20443354358031632
C2orf49,1.8843987,0.08140419,0.059511058992294204,0.20486985685949283
C9orf43,1.8837101,0.6203517,0.05960419739069831,0.20516955487909286
LRRC19,1.883373,0.42437124,0.059649838785071435,0.20530571425137267
AC093610.1,1.8833148,1.3958516,0.05965770532724276,0.20531184378508507
MRPL50,1.8831714,0.072461836,0.05967714559409153,0.20535779895021072
ASB7,1.883099,0.01704062,0.05968696235633944,0.2053706322300687
SLC39A13,1.8817841,0.19353521,0.059865330197334296,0.205900361389282
ZNF674,1.8816289,-0.0061040185,0.05988642663924678,0.2059519241109346
GMPR2,1.880778,0.30847847,0.06000213268950846,0.20632880955518773
TFAM,1.8805003,0.060035657,0.060039927204955136,0.20643773176860697
TMEM251,1.8802485,0.3533324,0.06007420658001203,0.206523483629188
PNPLA2,1.8802074,0.1827769,0.060079808083171246,0.206523483629188
IFFO2,1.8798567,0.05917077,0.060127601612160374,0.20663388974120958
MRPL52,1.8795533,0.23778138,0.06016897374723331,0.20675500787435427
ZNF599,1.8792969,0.30503136,0.060203967940551405,0.20683312285238115
DCAF16,1.8777695,0.007896855,0.06041270317568392,0.20748552888169802
PDZD7,1.8777274,0.7010984,0.06041846743141955,0.20748552888169802
OAF,1.877488,0.2650945,0.060451231265919135,0.20755578966194932
SEMA3A,1.8766894,0.057445828,0.06056066903865206,0.2079103786869853
RNPEP,1.8762268,-0.0059742127,0.06062414746186075,0.20810043824323315
LETMD1,1.876196,-0.007768536,0.06062836670399677,0.20810043824323315
TRIM38,1.8752651,0.15402007,0.060756264796159136,0.20847580405085647
AC053527.2,1.8751832,-0.018477922,0.060767518663858926,0.20849321439668553
AC018467.1,1.8747194,1.0373313,0.06083134152674037,0.20869096696030506
GDPD2,1.8745743,0.45924976,0.06085131816863335,0.20872230572422154
AC008496.2,1.8744942,0.4669876,0.06086233924715902,0.20872230572422154
GALNT16,1.8728104,0.17308664,0.06109457776414779,0.20944495173549987
ACOT8,1.8727493,0.14646067,0.061103015554934546,0.20945259457191898
AC064807.1,1.8724608,0.001740343,0.06114287372022531,0.20956792956408019
PIPOX,1.8723732,0.061435953,0.06115498714316581,0.2095881553483325
PRELID3A,1.8722814,0.033165082,0.06116768215618798,0.20959248572895486
IL17RB,1.8722742,0.08077157,0.061168675771031494,0.20959248572895486
HMGN2,1.8717247,0.03238238,0.06124469931447122,0.20983166657584196
INTS11,1.8711479,0.053864602,0.0613245902558096,0.21008166653870253
ADD1,1.8711079,0.010988338,0.06133012223196139,0.21008166653870253
UACA,1.8709496,-0.04146055,0.06135206058510771,0.2101256137147523
PREB,1.8701537,0.30975908,0.06146248718168779,0.21047096326112474
LINC01176,1.8699753,0.0644564,0.061487236637260426,0.21053434511633565
CHRAC1,1.8697473,0.2566969,0.06151892687091718,0.2106214771508152
VPS45,1.869038,-0.017053988,0.06161752189191092,0.21093762923058332
PLCG1-AS1,1.8689568,0.19449401,0.061628824404294826,0.21095451073795432
VIPR1,1.8688928,1.5032903,0.061637739881373936,0.21095451073795432
NEURL4,1.8681436,0.25858352,0.061742055208831324,0.21125676638745866
GTF2E1,1.8667042,0.13383628,0.06194289641298638,0.21185801868257517
GRASP,1.8659941,0.5043018,0.06204219306181143,0.2121761244121979
AKT2,1.8656284,-0.012642474,0.06209337185678657,0.21232962561650198
VIP,1.8649633,3.201248,0.06218654422867036,0.21262667909624525
ERLIN2,1.8637365,0.019541431,0.062358707635418634,0.21317212681083375
TRAPPC3,1.8636396,0.05452289,0.06237233840300597,0.213197120638522
ATPSCKMT,1.8628651,-0.05882189,0.062481248572442194,0.21352612267914123
ZNF341,1.862817,0.17419404,0.06248801853860363,0.21352762903239855
ZNF219,1.8626577,0.25101927,0.06251043960352562,0.21357730348311896
SLC2A5,1.8626238,0.027080603,0.06251521688045172,0.21357730348311896
PSMA6,1.862317,-0.009704881,0.06255842279202306,0.21370327154055102
FBXL14,1.8617357,0.09686966,0.06264034842259202,0.21393980914486604
SMC2-AS1,1.8616517,1.7537636,0.06265220009051059,0.21395862682999855
NRXN2,1.8614835,-0.019607104,0.06267593715147945,0.2140180254736298
PARP8,1.8604623,0.049559914,0.06282015223532088,0.21446705889121842
DVL1,1.8598772,0.16191444,0.06290289782901932,0.2146843767382524
RNF185,1.8597707,0.011455833,0.06291798297939066,0.2147141403778781
AC003991.1,1.8593405,0.008875962,0.06297889070975338,0.21490025648578434
SELENOS,1.8591233,0.07491903,0.06300965985220947,0.2149835046959942
AL139042.1,1.8588908,0.80333066,0.06304262036584475,0.21507421208236466
CASP8,1.8574594,0.08341061,0.06324581834533545,0.2157238068462827
NAA35,1.8570788,-0.0494905,0.06329994625202832,0.21588660399359882
PCDHB12,1.8551434,0.045429777,0.06357574802865427,0.21673959289033035
CORO6,1.8548226,0.90440035,0.0636215547512953,0.21687383981453465
TOMM7,1.8542849,0.13353449,0.06369840702289738,0.21707001593247363
PTRH1,1.8540468,0.18275891,0.0637324644601944,0.21714220899753367
ANKRD13C,1.853338,-0.022159988,0.0638339264606993,0.21743536897568277
ARMCX6,1.8530562,0.1581119,0.06387430830289985,0.2175376074313479
LINC02301,1.8529712,0.43313286,0.06388649563524945,0.2175399677953474
AC011294.1,1.8529613,1.0212646,0.063887897587702,0.2175399677953474
LRFN2,1.8518168,0.15969981,0.0640521301745963,0.21803316675414744
ASF1A,1.8516308,0.11939204,0.06407885732211231,0.21810213977765366
UROD,1.851402,0.25027546,0.06411173401219322,0.21819202767773255
AC097500.1,1.8503635,0.17873313,0.06426117398077585,0.21867855825997934
MED9,1.8491831,0.14320563,0.0644313842872211,0.2192135550320672
AC188617.1,1.8487314,1.0068821,0.06449661385269077,0.21941335701807285
AKAP10,1.8483691,-0.023912648,0.06454896947584063,0.21950548276186208
RNF32,1.8481804,0.23840599,0.06457624289766195,0.21955480840040714
NCKIPSD,1.8481567,0.11489676,0.06457967800265745,0.21955480840040714
MIR155HG,1.84804,0.08546715,0.06459656705628689,0.21957626022951643
ACSS1,1.8474404,0.045406483,0.06468335049476306,0.21980481422661374
C9orf78,1.8470799,0.15938002,0.06473557085112089,0.2199430712316346
SHANK2,1.8470695,-0.040251672,0.06473707494235206,0.2199430712316346
ARRDC1,1.8464293,0.18299657,0.06482989262069662,0.22023623878204027
HMGCL,1.8463595,0.010174036,0.06484002903746154,0.22024849573467983
AL157893.2,1.8458176,0.40196684,0.06491870309142062,0.2204491480820591
SILC1,1.8452904,-0.021015799,0.0649953083527146,0.22068706903135388
RPUSD3,1.8443363,0.12604164,0.06513414740069713,0.22113623134319402
NUF2,1.8440157,0.061543018,0.06518084986269754,0.22125025976635748
PKD2,1.8431476,0.0077824397,0.065307457409623,0.22163541802921752
LGALSL,1.842643,0.40028104,0.0653811453899559,0.221840863121889
AMIGO1,1.8425122,1.1291434,0.06540024898490149,0.22188336685474874
FERMT3,1.8418527,0.16621454,0.06549671215030056,0.2221882933951423
TP53I11,1.8415382,0.52380544,0.06554272299304378,0.22232202348846955
ECT2,1.8414798,0.09193335,0.06555128540960185,0.22232871376935134
LINC01994,1.8406585,0.54300123,0.06567160733169282,0.22268433800378795
PNRC2,1.840629,0.022954207,0.06567593926957614,0.22268433800378795
CDC37L1,1.8400506,-0.03616943,0.06576081077190998,0.22294970083528562
ZCCHC4,1.8394089,-0.013966009,0.0658550717673085,0.22320198475122432
AL355347.1,1.8390265,1.1215501,0.06591130015458345,0.22337011886641703
DTYMK,1.8385178,0.090681426,0.06598613698216736,0.22360127595092208
CADM2-AS2,1.8379713,0.30813494,0.06606663229961451,0.22382907952320696
TSC22D2,1.8378334,0.009597184,0.0660869600065929,0.22387546638642686
AC022469.1,1.8367486,1.254617,0.06624702555406546,0.22439517079493038
KCNJ8,1.8365909,0.8140377,0.06627031831655586,0.22444342600628822
NSA2,1.8365394,0.09288702,0.06627792678140183,0.22444342600628822
ID2-AS1,1.836517,0.47820255,0.0662812299048715,0.22444342600628822
CIAO2A,1.8344815,0.02180334,0.06658255994588685,0.2254411707039728
CHORDC1,1.8334646,-0.107250325,0.06673349923729892,0.22590688980220286
TLCD1,1.8318595,1.0687166,0.0669723635760097,0.226664801713276
AL592295.3,1.8318056,0.41972038,0.06698039534125824,0.226664801713276
LIN7B,1.8317796,0.31942326,0.06698426277029261,0.226664801713276
GALNT1,1.8314075,-0.0040463274,0.06703973597068659,0.22682976355862536
CAPN9,1.8308446,1.0391672,0.06712373189889355,0.22706841903870167
FAAP20,1.8305249,0.047803655,0.06717148730554964,0.2272071854047853
ACCS,1.8298043,0.06634114,0.06727920343983917,0.22754872044610067
ELOC,1.8291132,0.012937173,0.06738263700663961,0.22783841842743957
RASSF5,1.8290967,0.27997643,0.0673851183883864,0.22783841842743957
GSTT2B,1.8288889,0.32778192,0.06741624668311115,0.22792082516766418
CDK5,1.8284736,0.90840286,0.06747850883989118,0.22806376983301713
MIS18BP1,1.8284715,0.037919737,0.06747880814752874,0.22806376983301713
SPAST,1.8276591,-0.0450686,0.06760071708590405,0.22845290917831762
ASMTL-AS1,1.8271914,0.12605347,0.0676710092396576,0.2286667495637176
CAVIN1,1.8271478,0.4309686,0.06767754970488545,0.2286667495637176
SLC23A2,1.8257234,0.0015300299,0.06789193222068131,0.22933276578530204
AC005618.4,1.8257027,0.37222022,0.06789506075417485,0.22933276578530204
SLC16A4,1.8249171,0.05435739,0.06801355090322579,0.22970999767966047
CHMP2A,1.8246899,0.2272773,0.06804784116248941,0.2297798035530883
TRAF5,1.8237984,0.012863523,0.06818254824400592,0.23016556234821173
VEZF1,1.8231727,-0.05012614,0.0682772395517908,0.23046215415295307
BEX5,1.8224938,1.1179363,0.0683800875141213,0.23078621573268407
ZNF710-AS1,1.8220361,0.3219596,0.06844950084806319,0.23099738022517832
NR2F2,1.8217452,0.52663624,0.06849366730930921,0.23112331006342918
IP6K2,1.8215609,0.0007270988,0.0685216393909144,0.23119457427055495
LINC02343,1.8204831,1.3612853,0.06868547792329145,0.23170102676713167
EFNB2,1.8203923,0.18811388,0.06869929753034071,0.23172447518307382
AC079834.2,1.8201988,1.3965329,0.06872873635255701,0.23180059765332559
FAAH2,1.8197331,0.008393205,0.06879965687023679,0.2319934056802777
GPR39,1.8194888,0.23059703,0.06883688910726828,0.2320957553279942
C1orf43,1.8192703,0.011359468,0.06887021138772013,0.23218490272684264
SLITRK5,1.8185878,-0.04663887,0.06897434133193231,0.23246215104575307
ENOPH1,1.8185507,0.06563894,0.06898000990363796,0.23246215104575307
ECH1,1.8182966,0.2148839,0.06901881637056544,0.23254647037788537
ADCK1,1.817006,0.052769016,0.06921620462248966,0.23316496209175572
ARMCX2,1.8167077,0.078174576,0.06926187799800616,0.23324894969242702
PMVK,1.8165157,0.17481446,0.06929130059314781,0.23332474379788679
AL358216.1,1.8164337,1.2961214,0.06930387408277473,0.23334379240824066
NFU1,1.814437,-0.08048151,0.06961046841535884,0.23428255915093388
SHISAL1,1.8134503,1.6560676,0.06976238315511528,0.23474700982486776
LRP2BP,1.813162,-0.054999147,0.06980684415915864,0.23487319251994965
AC002460.2,1.8126663,-0.07540513,0.06988329756416989,0.23510698144419617
GGT5,1.8125801,0.23113191,0.0698966061799117,0.23512830817545924
SLC44A2,1.8122356,-0.049218778,0.06994979979040017,0.23526033252205467
AL356022.1,1.8120707,0.9228296,0.0699752680449343,0.23532252970812884
PNPO,1.8116354,0.39568403,0.07004255191624628,0.23552532383119715
AC105052.5,1.8114096,0.10131323,0.07007746417751458,0.23561923549499797
SMAD6,1.8107634,0.073271334,0.07017749532149191,0.23590854520338506
ZBTB26,1.8105603,-0.10534077,0.07020893754865809,0.23599072691831005
SRD5A3-AS1,1.8102148,0.29200223,0.07026248084032252,0.23614717235604313
AC004241.1,1.8096447,0.2776578,0.07035089587044226,0.236420776370267
HSDL2,1.8094987,-0.037968874,0.07037357155516846,0.23647342465704368
TCTA,1.8093241,0.12268603,0.07040065392845661,0.23653615960059815
MYO7B,1.809288,0.5886141,0.07040626358921086,0.23653615960059815
SIGLEC8,1.8089114,0.46850106,0.07046476846955317,0.23670914008337302
TMEM8A,1.807996,0.08609513,0.07060711987129065,0.23714010981560305
PLB1,1.8073946,0.036867607,0.0707007730082637,0.2373422573669298
GRIN3A,1.8073932,0.3907383,0.07070099070796079,0.2373422573669298
SLC30A4,1.8073837,0.074952014,0.07070248352069373,0.2373422573669298
MAP3K7CL,1.8072195,0.22732967,0.07072805195088448,0.2374044660896418
AFF4,1.8071309,0.017541585,0.0707418657897147,0.23742721111695234
FCGR3A,1.806861,0.20279826,0.07078394317851705,0.23752117475767157
SUMO3,1.8060489,0.18991351,0.07091070378831692,0.23792286560979092
COL15A1,1.8056273,0.24360898,0.0709765717767799,0.23812018715525293
ZFP69,1.8048649,0.025616037,0.07109583542629083,0.23847287728939887
DCAF15,1.8047111,0.117714465,0.07111989536604675,0.23850615407199993
PHEX-AS1,1.8046545,0.46274492,0.07112877110656239,0.23851221059756442
APOL6,1.8045942,0.045722965,0.07113821039021198,0.23852015542979343
MUSTN1,1.8030347,1.8470769,0.07138276993558067,0.2393163578770431
ACP2,1.8027819,0.31471604,0.07142246258172516,0.23942563792921917
CSDC2,1.8008432,0.6633593,0.07172759445131703,0.24035298510171657
MVP,1.8001554,0.025803633,0.07183610616461608,0.24069269179418537
UBA2,1.7997872,-0.012582567,0.07189425895414207,0.2408636161207439
ANO6,1.7989743,0.0063104746,0.07202274131923,0.24122220032630426
CAPN10,1.7985483,0.10539121,0.07209014972862529,0.24142400053550045
AC087742.1,1.7983574,2.1926255,0.07212039605009239,0.2415013202523044
G3BP2,1.7979919,0.031085692,0.07217829441310326,0.24164722820431325
DPCD,1.7975914,0.22872415,0.07224177017033445,0.24183574124196996
PWWP3A,1.7974855,-0.04113132,0.07225858022601941,0.24186801479166753
ATP5MC1,1.7972963,0.18739161,0.07228859936251975,0.24193289282441532
TMEM37,1.7972729,1.8310565,0.07229230496377659,0.24193289282441532
GREM2,1.7972019,0.9441243,0.07230358108322815,0.24194436185001567
AC023644.1,1.7969621,0.2010829,0.072341632774276,0.24202594852298187
RBP4,1.7965328,3.1688051,0.07240982461890859,0.2422300697241566
AL354822.1,1.7958322,0.325572,0.07252121301492885,0.24257864004408633
AP2S1,1.7950363,0.20987147,0.07264790893069059,0.24297833881180814
SSBP4,1.7947391,-0.005650303,0.07269527170502972,0.2431126468589004
PEX7,1.7939364,0.02353243,0.07282333161606107,0.24346851042820852
TRAPPC2L,1.7934659,0.4563992,0.07289846392214139,0.24367140367990528
AJ009632.2,1.7932415,0.7279666,0.07293431515092337,0.2437216769381881
LACC1,1.7927966,0.15674691,0.07300545425857013,0.24390820066561503
RPL26L1,1.7927245,0.31708845,0.0730169810068095,0.24390939123980937
MVK,1.792704,0.27610028,0.07302027007505334,0.24390939123980937
PSENEN,1.791793,0.501346,0.07316613266429606,0.2443724203242606
SLC25A53,1.7916749,-0.0069086677,0.07318507006761046,0.24441147385378875
AC004870.4,1.7914932,1.5692008,0.07321418774668774,0.2444845146995946
DFFB,1.7912954,0.08828298,0.07324590799867571,0.2445662310126012
OGFR,1.7908866,0.057545505,0.07331149667634855,0.2447610057763455
ABHD14B,1.7908243,0.28859133,0.07332149291716038,0.24477015699052443
MRPL51,1.7906181,0.28079665,0.07335459740217705,0.24485644133345674
FBXO34,1.7898864,0.022863455,0.0734721801661143,0.24521306254094036
PABPN1,1.7898381,-0.021613535,0.07347994746039045,0.24521306254094036
EPSTI1,1.7898014,0.043500975,0.07348585362115945,0.24521306254094036
CACNA2D2,1.7897724,0.6933612,0.07349050820616676,0.24521306254094036
HTATSF1,1.7895572,0.11152424,0.07352512019845388,0.2453042899659057
STX4,1.7893566,0.07486812,0.07355740034280919,0.2453877202971773
ANAPC4,1.7891612,-0.06311448,0.07358885652206186,0.2454683856520468
AL589669.1,1.7878296,1.4059755,0.07380349493055426,0.24613567699407957
AC016745.2,1.787705,0.02781257,0.07382363040713326,0.24617849353024165
GLIPR1L2,1.7871398,-0.017983416,0.0739148923162792,0.24645846235168128
AC016931.1,1.7868396,0.4945789,0.07396341371505046,0.24657151072180408
SLC5A12,1.7861799,0.6281528,0.07407012967632014,0.24690287174093595
AK1,1.7860155,0.20278107,0.07409675560706973,0.2469548908886967
AC012494.2,1.7859931,1.6578852,0.07410037526947497,0.2469548908886967
TYROBP,1.7853369,0.24794003,0.07420670263279143,0.2472422320485461
EIF2B4,1.7853252,0.07144649,0.07420857935570968,0.2472422320485461
CALR,1.784325,0.0011266416,0.07437086825015857,0.2477340029774486
FPR3,1.7836246,0.26638362,0.07448468513651195,0.24806663443210597
NR4A2,1.78362,0.07212975,0.07448543162691507,0.24806663443210597
DENND2C,1.7835348,0.29221758,0.0744992914937103,0.2480883029437671
AL162458.1,1.7830006,0.1693784,0.07458619897469676,0.24835319727687966
AF121898.1,1.7821599,0.30932924,0.07472315833627696,0.2487788753962697
AC008875.2,1.7820584,0.82282233,0.07473972312214588,0.24879072905494184
LAMB1,1.7819276,0.045033142,0.07476104371376535,0.24883714796480877
KAT7,1.7799441,-0.07589505,0.07508510806114398,0.24979255405372394
AC026341.2,1.7795752,0.6045197,0.07514550114225749,0.24996881996019923
SHQ1,1.7793162,-0.011523474,0.07518794380019451,0.2500853455572476
RPL39L,1.7791191,0.2558527,0.07522023032166719,0.25016441096512554
AIF1,1.7790806,0.614409,0.07522654501707912,0.25016441096512554
EXD2,1.7788992,0.027360583,0.07525629207080305,0.2502386680063752
C17orf49,1.7785064,0.51020575,0.07532072783651327,0.2504035667146677
TAX1BP3,1.7782563,0.52021,0.07536177671231839,0.25049066610280646
ITGAL,1.7781063,0.1970401,0.0753863885812706,0.25054778756441004
SFMBT2,1.7777097,0.06611575,0.0754515384488717,0.25073961314515214
AKAP5,1.7776188,0.7293356,0.07546649628439152,0.2507646198312338
KLHL21,1.777528,0.06673711,0.0754813909198074,0.2507894116074003
DLEU2L,1.7774827,0.12853506,0.07548883913728052,0.2507894599679402
AC009102.4,1.7774369,0.5196128,0.07549638640117787,0.2507898373391628
BNIP1,1.7766472,0.16336997,0.07562629576719941,0.25119664667697217
PPFIA4,1.7758877,0.014001599,0.07575141857608514,0.25158747868688563
IPP,1.7756908,-0.04739504,0.07578390245177259,0.2516705893311795
NSMCE3,1.7753439,0.21697225,0.0758411306649467,0.25183584894127037
B3GALNT2,1.7750139,-0.03099798,0.07589559274239566,0.25199189177740405
AC018638.6,1.7741784,0.41205403,0.07603365335276786,0.25242544412146517
ZFYVE28,1.7726308,-0.06781867,0.07628990013413907,0.2531516042908872
CYB5R1,1.7723866,0.0955371,0.07633041923584082,0.2532611480880764
AC093635.1,1.772238,0.7173164,0.07635505706906785,0.25331798213581885
PITRM1-AS1,1.7715935,0.44953418,0.07646206175578099,0.253606417257165
NKAP,1.7715786,0.018090785,0.0764645486065709,0.253606417257165
ARHGAP44,1.7711636,0.042022176,0.07653351036857561,0.2537864511215116
DHFR2,1.7711613,0.11127546,0.0765338753804505,0.2537864511215116
STX19,1.7710723,0.26372716,0.07654867614841167,0.2538105835104633
NIPSNAP3A,1.7695621,0.114433125,0.0768001140411445,0.2545942269240534
ZNF831,1.7693665,0.6864195,0.07683273118811113,0.2546773287574479
AL121987.1,1.7683474,0.38379425,0.07700285590953174,0.255115913760176
ALDH8A1,1.7682364,0.092152424,0.07702139956693724,0.25515229351824054
PRICKLE2-AS3,1.7679127,0.38768175,0.07707548377379574,0.2552830955514223
AC127502.2,1.7679096,0.052405566,0.07707601776348778,0.2552830955514223
ZHX1,1.7677401,-0.017207136,0.07710435691631783,0.2553268246256198
