names,scores,logfoldchanges,pvals,pvals_adj
AC020915.1,-0.4293774,-0.454125,0.6676485885488185,1.0
EFNA2,-0.4295844,-0.22651778,0.6674979854615677,1.0
C4orf46,-0.42966244,-0.15159267,0.6674412041670672,1.0
LIN54,-0.429685,-0.13380581,0.6674247945823704,1.0
RPN1,-0.42976224,-0.13816251,0.6673685965902645,1.0
AC073225.1,-0.42989737,-1.3543417,0.6672702908942754,1.0
AL645937.2,-0.43006685,-1.5861917,0.6671470175242448,1.0
AC009522.1,-0.43107623,-0.28034514,0.6664129358663669,1.0
LINC02612,-0.4312854,-1.947112,0.6662608465522595,1.0
TFAP2A-AS2,-0.43145528,-0.11100196,0.6661373566402846,1.0
CCDC144NL,-0.4315104,-0.26133516,0.6660973078014223,1.0
PRICKLE2,-0.43183914,-0.091108866,0.6658583405035421,1.0
ZNF90,-0.4319545,-0.15547848,0.6657744850962954,1.0
AC092069.1,-0.43199542,-0.4197619,0.6657447449954891,1.0
AURKA,-0.43209982,-0.007903402,0.6656688738515302,1.0
AC100834.2,-0.4321084,-0.97294915,0.6656626360320932,1.0
PSMB3,-0.43257925,-0.08674322,0.6653204618150987,1.0
PRR7-AS1,-0.43311858,-0.21846414,0.6649286208926716,1.0
CLIC2,-0.43344572,-0.1812789,0.6646909795930234,1.0
ZNF888,-0.43348387,-0.43055916,0.6646632883813399,1.0
RBL2,-0.43377128,-0.091023035,0.6644545316757925,1.0
ZNF699,-0.43404675,-0.18830638,0.6642544975879779,1.0
GALNT8,-0.4344318,-0.112305105,0.6639749248022213,1.0
FAM3B,-0.43445113,-1.1685374,0.663960867685153,1.0
AC015961.2,-0.43483758,-0.24669865,0.66368032975556,1.0
NXPH4,-0.43519348,-0.064085886,0.6634220041322162,1.0
PARP10,-0.4363236,-0.17272507,0.6626019443845133,1.0
RESF1,-0.43681446,-0.12392719,0.6622459192591068,1.0
QSOX2,-0.43707752,-0.1892236,0.6620551246799462,1.0
AC093227.3,-0.4374386,-0.40473166,0.6617932883261537,1.0
AL157896.1,-0.43795618,-0.6358181,0.6614180472068599,1.0
SLC23A3,-0.43856677,-0.5887764,0.6609754791277621,1.0
RETN,-0.43867317,-3.108702,0.660898378207228,1.0
SYNPO2,-0.43893144,-0.16620214,0.6607112100825687,1.0
LINC02789,-0.43939212,-0.8607635,0.6603774265706535,1.0
C5orf63,-0.43940172,-0.16213931,0.6603704855160984,1.0
PLCXD2,-0.4394991,-0.11795006,0.6602999197869134,1.0
AL136119.1,-0.4395115,-0.14818355,0.6602909546851297,1.0
GTF2B,-0.4396015,-0.16550653,0.6602257422671,1.0
SH2D3A,-0.4397534,-1.0381668,0.660115711200097,1.0
AP000221.1,-0.43992686,-1.1371486,0.6599900736742955,1.0
RAB44,-0.44090912,-0.9357575,0.6592787905643814,1.0
FAM87B,-0.44113547,-1.0602214,0.6591149254390669,1.0
LINC01299,-0.44115323,-0.54290205,0.6591020654646125,1.0
BRPF3,-0.44203827,-0.18202236,0.658461506299491,1.0
AC011726.2,-0.44214568,-1.116734,0.6583838010017723,1.0
RIMS4,-0.44235244,-0.07549888,0.6582341781451742,1.0
ULBP1,-0.44250715,-0.99858016,0.6581222587980613,1.0
MEF2B,-0.4425818,-0.18230031,0.658068251427752,1.0
AL591506.1,-0.44305387,-0.15769327,0.657726775560179,1.0
FBF1,-0.44527665,-0.21859342,0.6561198398436825,1.0
AC009975.1,-0.44612518,-0.34061676,0.6555068352757883,1.0
ARHGAP9,-0.44621179,-0.3064057,0.6554442644635838,1.0
ZNF548,-0.44639882,-0.12427812,0.6553091831932186,1.0
TICAM1,-0.44664872,-0.25414553,0.6551287079986743,1.0
FGFR4,-0.44686988,-0.5046934,0.6549690071356062,1.0
AC002550.1,-0.44719765,-0.36226723,0.6547323675548734,1.0
EMC1,-0.44763058,-0.11443282,0.6544198316538059,1.0
KLB,-0.4476735,-0.31132516,0.6543888551371875,1.0
GSDMB,-0.44774655,-0.18420584,0.6543361243893728,1.0
CKS2,-0.44778207,-0.0097788,0.6543104800042572,1.0
PGLYRP1,-0.4486182,-0.14293739,0.6537070903716471,1.0
AC131953.1,-0.4486671,-0.35129344,0.6536718072178095,1.0
USP42,-0.44878948,-0.08382679,0.6535835307185477,1.0
SIX5,-0.44899827,-0.39992094,0.6534329102343812,1.0
PROK2,-0.4490426,-0.96965504,0.6534009447966944,1.0
MMACHC,-0.4490717,-0.17902479,0.6533799228285135,1.0
MPV17L,-0.44946074,-0.1439222,0.653099320306755,1.0
POU2F3,-0.44946414,-1.5656134,0.6530968729889919,1.0
SRC,-0.44966334,-0.15837705,0.6529532075824842,1.0
CYP3A7,-0.449735,-0.021448893,0.652901531489875,1.0
SULT1C4,-0.45011944,-0.38834208,0.6526243227295664,1.0
AC008507.2,-0.45020387,-0.28162462,0.6525634468545654,1.0
LINC02691,-0.4506795,-0.6511242,0.6522205416143179,1.0
CROCC2,-0.45077652,-1.9680274,0.6521506169611635,1.0
AC010632.2,-0.45137873,-0.18978646,0.6517166058029082,1.0
FUT3,-0.45180848,-0.77452385,0.6514069576600121,1.0
AC064856.1,-0.45217836,-2.54731,0.6511405041636842,1.0
LINC00861,-0.45226237,-0.33745766,0.6510799723703399,1.0
TBX19,-0.45236418,-0.18061998,0.6510066471510045,1.0
CNN2,-0.4524987,-0.06600374,0.650909748021414,1.0
ARR3,-0.45311528,-0.4455418,0.650465726459933,1.0
MFSD10,-0.4532125,-0.08799322,0.6503957350234273,1.0
LYSMD1,-0.45328856,-0.18650882,0.6503409800123712,1.0
CLIC5,-0.45343265,-0.6436365,0.6502372237255254,1.0
AP5Z1,-0.45352447,-0.096155554,0.6501711221477322,1.0
CEP89,-0.4545241,-0.097234674,0.6494516553440868,1.0
ALDH1L2,-0.45456022,-0.14566955,0.649425658366668,1.0
AL360093.1,-0.45554006,-0.34450632,0.648720743022329,1.0
LINC01134,-0.45578918,-0.6195526,0.6485415846899825,1.0
TCTE3,-0.4558289,-0.08238602,0.6485130188551791,1.0
AL078604.2,-0.45600575,-1.4332905,0.6483858425722986,1.0
LINC02269,-0.45626503,-1.421911,0.6481994028841733,1.0
MYOF,-0.45629996,-0.26219982,0.6481742875986398,1.0
CNTD1,-0.45707822,-0.17240065,0.647614822896555,1.0
GPRC5D-AS1,-0.45715967,-0.3025522,0.6475562907659869,1.0
STEAP3-AS1,-0.45726225,-0.14429632,0.6474825548602896,1.0
AL021918.5,-0.45749718,-0.25650454,0.6473137212741038,1.0
MED12,-0.45762953,-0.07565268,0.6472186258921155,1.0
DNAH3,-0.45884293,-0.4367755,0.6463469717195832,1.0
AC091564.5,-0.45886728,-0.21453795,0.6463294833759878,1.0
AC011625.1,-0.45896488,-0.25758845,0.6462593886159926,1.0
SNHG21,-0.45902836,-0.12030567,0.646213807205448,1.0
RNASET2,-0.45926687,-0.059364576,0.6460425304450965,1.0
CYP26B1,-0.4599078,-0.3148058,0.6455823977334102,1.0
NPW,-0.4600691,-0.20998274,0.6454666335863901,1.0
CNGA1,-0.46107867,-0.36621127,0.6447421567596445,1.0
AC015871.7,-0.46170622,-0.31550726,0.6442919994162439,1.0
SLC15A5,-0.4619751,-0.06896427,0.6440991761007605,1.0
MIR4307HG,-0.46245974,-0.6689129,0.6437516679202263,1.0
CDHR2,-0.46265197,-0.21429963,0.6436138598409548,1.0
XPO6,-0.46281543,-0.08909504,0.6434966682201544,1.0
BEND4,-0.46290088,-0.46166113,0.6434354287514107,1.0
LIG4,-0.4632847,-0.19914882,0.643160310279649,1.0
HIST1H3F,-0.46413222,-1.3178134,0.6425530197043016,1.0
PITX1,-0.4649031,-0.6405643,0.6420008587148451,1.0
RACGAP1,-0.4649372,-0.15716758,0.6419764149366154,1.0
AC126773.3,-0.465053,-0.39418483,0.6418935091044145,1.0
AC008696.2,-0.46530548,-0.1010829,0.6417127041104052,1.0
AC055878.1,-0.4657999,-3.376573,0.6413587308775724,1.0
ABCB5,-0.46616697,-0.08711835,0.6410959831218346,1.0
SSC5D,-0.4667714,-0.31746584,0.6406634545492601,1.0
C5AR2,-0.46685243,-0.69354683,0.6406054695688941,1.0
PRSS12,-0.46690172,-0.15979542,0.6405701940654216,1.0
AL445685.1,-0.46742368,-0.3635574,0.6401967805577642,1.0
AC007923.4,-0.46757996,-0.50604206,0.6400849884184607,1.0
ZNF223,-0.46808857,-0.1794409,0.6397212565069685,1.0
AL138895.1,-0.46815145,-0.7593171,0.6396762956618103,1.0
ITCH-AS1,-0.46826282,-0.34515542,0.6395966539847501,1.0
AL078612.1,-0.46874067,-0.55900496,0.6392550126460937,1.0
GPR153,-0.46899816,-0.047017246,0.6390709519148563,1.0
KLHL22,-0.46955585,-0.12733135,0.6386723725614023,1.0
AC021491.1,-0.46969017,-0.7202833,0.6385763810300717,1.0
MORC2-AS1,-0.47017783,-0.11479929,0.6382279812499789,1.0
SAMD3,-0.47155967,-0.2797612,0.637241116238134,1.0
AC037487.1,-0.47177124,-0.23526424,0.6370900712746808,1.0
FXYD3,-0.47178245,-0.42892152,0.6370820919599933,1.0
AC026470.2,-0.4718998,-0.18419431,0.6369983116964293,1.0
TCF24,-0.471996,-0.91321886,0.6369296381383789,1.0
TMEM86B,-0.47321638,-0.26510477,0.6360588090972115,1.0
AP000240.1,-0.47348186,-0.6088896,0.6358694411266431,1.0
LNCSRLR,-0.47403196,-0.39768568,0.6354771122930007,1.0
ARHGEF16,-0.4743685,-0.24416603,0.6352371531340372,1.0
RSKR,-0.47463995,-0.30929437,0.6350436196816855,1.0
AP000915.2,-0.47483557,-1.1206125,0.6349041772094636,1.0
AC021127.1,-0.4750224,-0.5551846,0.6347710075117213,1.0
AC010332.3,-0.47559926,-0.39352992,0.6343599064353814,1.0
LIPH,-0.47604758,-0.21470037,0.6340404919127611,1.0
THBD,-0.47670466,-0.69466263,0.6335724438538666,1.0
AC093893.1,-0.47677612,-1.3420112,0.6335215531729945,1.0
ZC3HAV1L,-0.47692582,-0.26204553,0.6334149442391834,1.0
MYBPC2,-0.47737572,-1.9293317,0.6330945946741857,1.0
NCKAP5L,-0.47745118,-0.16196501,0.6330408781898238,1.0
ZIK1,-0.47750628,-0.149557,0.6330016578520568,1.0
Z93930.2,-0.47755018,-0.09862072,0.6329703960029334,1.0
SMIM11B,-0.47765997,-0.5480475,0.6328922442483549,1.0
PCDHA13,-0.47872964,-0.32672107,0.6321309765777822,1.0
GPC6-AS1,-0.4789095,-0.49375668,0.6320030241287258,1.0
LINC01681,-0.47936457,-0.8122069,0.6316792869205672,1.0
AL132633.1,-0.48015222,-0.5344782,0.6311191612672982,1.0
TMEM116,-0.48123106,-0.12957236,0.6303522776925881,1.0
TNK1,-0.48134264,-0.3830777,0.6302729871799124,1.0
LINC02763,-0.48164105,-0.27004534,0.6300609520831286,1.0
ERVH48-1,-0.48178837,-0.62657756,0.6299562931482611,1.0
AL356515.1,-0.48223728,-0.41981253,0.6296373986575716,1.0
HYPK,-0.48241034,-0.23217176,0.6295144817741746,1.0
AP001439.1,-0.48265803,-0.14633787,0.629338559777675,1.0
AC008080.4,-0.48282012,-0.6072154,0.6292234634554701,1.0
SLC52A1,-0.48304945,-0.41696823,0.6290606147142028,1.0
TRAPPC2B,-0.48326942,-0.06046975,0.628904444270943,1.0
AL512427.2,-0.4832802,-0.7422429,0.6288967920623971,1.0
TTPA,-0.48345745,-0.038605835,0.6287709614619239,1.0
LINC02392,-0.48351014,-1.7254865,0.6287335544436056,1.0
TNFRSF13C,-0.48365486,-0.2008521,0.6286308317392719,1.0
OSTM1-AS1,-0.48371276,-0.13062789,0.6285897446704821,1.0
AC145285.2,-0.48385826,-0.41618496,0.6284864653613167,1.0
CFAP36,-0.4840311,-0.18876384,0.6283637863585759,1.0
ENTPD4,-0.48418182,-0.14708972,0.6282568401754939,1.0
CATSPERD,-0.484287,-0.5314831,0.6281821949474105,1.0
MED20,-0.484601,-0.20740546,0.6279594150136509,1.0
AC112206.2,-0.48477346,-0.10912716,0.6278370633419154,1.0
AC104964.2,-0.48483992,-0.58857715,0.627789909699107,1.0
COCH,-0.48496526,-0.14298823,0.6277009874448767,1.0
STAC2,-0.48531857,-0.19164574,0.6274503917112417,1.0
ISG20L2,-0.48562217,-0.17474985,0.6272350835978826,1.0
AC006378.1,-0.48576608,-0.18126404,0.6271330321289814,1.0
ZNF285,-0.48593554,-0.15243898,0.627012872486016,1.0
AC018563.1,-0.48598704,-0.81367874,0.6269763595016677,1.0
AL049637.2,-0.48627245,-0.18311834,0.6267739979035509,1.0
RASL10B,-0.48652616,-0.41765076,0.6265941602254992,1.0
AC004908.2,-0.4873152,-0.2287515,0.6260349800703792,1.0
AC079177.1,-0.48748046,-0.2838992,0.6259178807621657,1.0
ZW10,-0.48763436,-0.18926536,0.6258088511202997,1.0
EHMT2-AS1,-0.48894295,-0.15227424,0.6248820764065608,1.0
PSTPIP1,-0.489334,-0.46285883,0.6246052615980633,1.0
MIR7515HG,-0.48940665,-1.2152641,0.6245538327250272,1.0
CDC42-AS1,-0.4895805,-0.24187325,0.6244307782024298,1.0
AC022167.2,-0.48977113,-0.3165633,0.6242958682316724,1.0
TTC26,-0.48996535,-0.13304688,0.6241584284082607,1.0
AC026333.3,-0.49028948,-0.8511329,0.6239290615760047,1.0
UBL7-AS1,-0.4903937,-0.11986862,0.6238553442629808,1.0
AL096865.1,-0.49041146,-0.7487405,0.6238427759781541,1.0
Z73495.1,-0.49071625,-1.9239535,0.6236271551605337,1.0
AC130324.1,-0.4909424,-0.35698828,0.6234671901541045,1.0
CRYBG2,-0.4909949,-1.8590686,0.6234300604811343,1.0
AL033527.4,-0.4916462,-0.76653427,0.6229694780344128,1.0
TSNAXIP1,-0.491853,-0.33848113,0.622823274295188,1.0
OTULIN,-0.49220228,-0.14065522,0.6225763422949568,1.0
SDR42E2,-0.49221048,-0.61746424,0.6225705575397991,1.0
AC073896.3,-0.4926412,-0.15750538,0.6222661147876016,1.0
AL512625.3,-0.492855,-0.1639674,0.6221150460043393,1.0
SERF1A,-0.4934093,-0.25864044,0.6217234133271701,1.0
DHRS13,-0.49408796,-0.31373498,0.6212440665114096,1.0
TSKU,-0.49444982,-0.29836676,0.6209885275546483,1.0
ERVMER34-1,-0.4948177,-0.5824134,0.6207288070153258,1.0
AFAP1-AS1,-0.49516502,-0.25295913,0.6204836448970137,1.0
AL031186.1,-0.4952237,-0.60510546,0.6204422251157278,1.0
KLC3,-0.49538118,-1.2586634,0.6203310738976457,1.0
C1QTNF9B,-0.4956183,-0.9805501,0.6201637294865521,1.0
AC007314.1,-0.49564207,-0.28099942,0.6201469679564876,1.0
RSPH10B,-0.49650696,-0.6956531,0.6195367855298259,1.0
LYG1,-0.49650973,-0.16841091,0.619534814443957,1.0
DCAF4L1,-0.49654248,-0.34674254,0.6195117247845829,1.0
AC117834.2,-0.49655765,-0.24077472,0.61950102482579,1.0
PET117,-0.4971866,-0.11877681,0.6190574698698283,1.0
DAO,-0.4974375,-0.6994127,0.6188805651818556,1.0
AC009152.6,-0.49761435,-0.3328417,0.6187558866775176,1.0
C17orf53,-0.49772972,-0.3192288,0.618674556049557,1.0
TMEM199,-0.49792352,-0.15195335,0.6185379367361759,1.0
AL121992.1,-0.49792534,-0.16423833,0.6185366705014188,1.0
LINC00629,-0.49862912,-0.2718276,0.6180406750387004,1.0
CFAP61,-0.4997553,-0.24548298,0.617247388136787,1.0
AC008534.1,-0.5005176,-0.83769876,0.6167106753140894,1.0
SMAD9-IT1,-0.500734,-0.63369215,0.6165583699269273,1.0
CASC6,-0.5010511,-0.27232876,0.6163351402849047,1.0
LIMS1,-0.5014843,-0.027146438,0.6160303465341299,1.0
CMTR2,-0.50212777,-0.09896371,0.615577632353766,1.0
MPND,-0.50234854,-0.296112,0.6154223614864434,1.0
KNG1,-0.5024346,-0.5081405,0.6153618582426901,1.0
AC009955.3,-0.5025671,-0.5293712,0.6152686518668592,1.0
AC145207.5,-0.5026482,-0.320851,0.6152116642797985,1.0
BPHL,-0.502745,-0.075978525,0.6151435910178418,1.0
LINC02831,-0.50306034,-1.3163353,0.6149218495560254,1.0
UNC13D,-0.50319886,-0.34724084,0.6148244628420476,1.0
AC103691.1,-0.5034068,-0.15222117,0.6146782551922207,1.0
DNAJC8,-0.5049456,-0.14391533,0.6135970470088519,1.0
AC002480.2,-0.5054382,-0.1449347,0.6132510806718602,1.0
PABPC1L,-0.5055388,-0.0741159,0.613180440112191,1.0
FP236383.3,-0.50571585,-0.383385,0.6130561270587152,1.0
AC004584.3,-0.5065225,-1.0201486,0.6124899217933881,1.0
APOM,-0.5067033,-0.31227547,0.6123630092100625,1.0
NXF1,-0.50714004,-0.18412517,0.6120565618796254,1.0
LINC01315,-0.5072626,-0.27143195,0.6119705783405746,1.0
ZNF530,-0.5080349,-0.17456202,0.6114288930152959,1.0
AL592182.2,-0.50810295,-0.76198864,0.6113811609687289,1.0
TJP3,-0.5082277,-0.658207,0.6112936798316966,1.0
BNIPL,-0.5082985,-0.30754042,0.6112439930156558,1.0
AC090796.1,-0.50850415,-1.1687393,0.611099841396974,1.0
GAPDHS,-0.50930315,-0.21484907,0.6105397525564484,1.0
AP000525.1,-0.5093101,-0.57611036,0.6105348564564584,1.0
EPHB4,-0.51035124,-0.11096189,0.6098053925190265,1.0
THEGL,-0.51127464,-0.6194928,0.6091587650059216,1.0
HSD17B13,-0.5114046,-0.39071095,0.6090677919767967,1.0
NPIPB11,-0.5118541,-0.33669057,0.6087531362120517,1.0
KIRREL3-AS1,-0.51191676,-0.17701447,0.608709268999387,1.0
ZNF576,-0.5124511,-0.09869341,0.6083353372173819,1.0
AC069281.1,-0.5134178,-0.9785692,0.6076591119354372,1.0
CCNC,-0.5137036,-0.1530967,0.6074592268588402,1.0
TIFA,-0.51388323,-0.6444881,0.6073336157809965,1.0
HGFAC,-0.51397705,-0.5977017,0.6072680234933909,1.0
RGPD3,-0.5140827,-0.52380943,0.6071942010634435,1.0
SATL1,-0.51484257,-0.21917583,0.6066630489819641,1.0
RIPPLY2,-0.51489663,-0.25331673,0.6066252470200744,1.0
GRTP1,-0.51540065,-0.29263863,0.6062730837846846,1.0
ALDH16A1,-0.51560843,-0.16509543,0.606127921526755,1.0
DCUN1D4,-0.5158492,-0.0884742,0.6059597702862233,1.0
PCDHB6,-0.5166254,-0.25580952,0.6054176735945709,1.0
SLC38A5,-0.5169268,-0.3435404,0.6052072497750234,1.0
TRAF3,-0.51730645,-0.11362544,0.6049422460283554,1.0
AC246817.2,-0.51740867,0.033982873,0.6048709184720562,1.0
PGLS,-0.5184524,-0.044792812,0.6041426739875325,1.0
VASP,-0.51851106,-0.20962901,0.6041017402070729,1.0
NUAK2,-0.51858974,-0.27800387,0.6040468853250851,1.0
TMC5,-0.519242,-0.5926001,0.6035919823570621,1.0
FRMD8,-0.5194253,-0.22038089,0.6034642252052227,1.0
TTC6,-0.51942986,-0.18776946,0.6034610244740986,1.0
AC092819.3,-0.5210558,-0.43718064,0.6023278894363218,1.0
GCDH,-0.521058,-0.09392443,0.6023263599489133,1.0
UCHL1-AS1,-0.5222752,-0.6487657,0.6014787372611018,1.0
AC006145.1,-0.5229475,-0.33675086,0.6010108157386868,1.0
ZNF34,-0.5231534,-0.17886038,0.6008674712725144,1.0
ATAD3C,-0.52377045,-0.4987547,0.6004382248082512,1.0
RBM34,-0.52380633,-0.12811618,0.6004132325215699,1.0
GJB7,-0.5239768,-0.15685204,0.6002946644156673,1.0
HEXD-IT1,-0.5245916,-0.5991564,0.5998671297250279,1.0
FRZB,-0.52522695,-0.284097,0.599425442463148,1.0
TCP10L,-0.5252483,-0.66866255,0.59941059722587,1.0
VPS26C,-0.5273254,-0.17200409,0.5979676596029413,1.0
HEATR9,-0.5274471,-0.34759882,0.597883123528305,1.0
MS4A7,-0.52842,-0.08583564,0.5972078614932212,1.0
ATAD3B,-0.5286651,-0.19630772,0.5970377845359276,1.0
TPH2,-0.5291855,-0.8027548,0.5966767903128105,1.0
NCAPH,-0.5296176,-0.26458657,0.5963770758687277,1.0
TCF4-AS2,-0.52981246,-0.10364429,0.5962419845325395,1.0
KLK14,-0.53018945,-0.50947666,0.5959805615055183,1.0
OR3A2,-0.5302498,-0.5010555,0.5959387718795808,1.0
ULBP2,-0.5311925,-0.73166007,0.5952853947357442,1.0
AL513164.1,-0.53142965,-0.3824289,0.5951210989604396,1.0
ZNF429,-0.5315222,-0.12726752,0.5950569351884072,1.0
AC006299.1,-0.5316021,-0.3360275,0.5950016241269127,1.0
MARS2,-0.53258973,-0.27959308,0.594317620503942,1.0
TAOK3,-0.53266317,-0.004592624,0.5942667631361085,1.0
WFDC10B,-0.53272206,-0.5022609,0.5942259957591042,1.0
HOXA2,-0.5336522,-0.17366396,0.5935821791127665,1.0
AC114781.2,-0.53394204,-0.2470154,0.5933816388492542,1.0
LINC01429,-0.53397137,-0.37459788,0.5933613379488857,1.0
AC016831.1,-0.5340822,-0.27771673,0.5932846945598508,1.0
AC012184.4,-0.5345484,-0.33496672,0.5929621515619798,1.0
C16orf96,-0.53488934,-0.36159906,0.5927263704797048,1.0
AC009812.4,-0.5357411,-0.3644235,0.592137519816571,1.0
MYBPH,-0.53574187,-1.4843559,0.5921369679381799,1.0
AC127526.2,-0.53621054,-0.42169693,0.5918130560703403,1.0
SSR2,-0.53630835,-0.046336245,0.5917454697342649,1.0
AC010632.1,-0.5363159,-0.097898744,0.5917402284930537,1.0
C15orf48,-0.53638977,-0.57099074,0.5916891964694528,1.0
AC095057.4,-0.5365417,-0.7335046,0.5915842423650771,1.0
AC005487.1,-0.5368704,-0.45808685,0.5913571239419289,1.0
AL109613.1,-0.5369589,-0.3430439,0.5912960418553554,1.0
CUX1,-0.5369928,0.0017146891,0.5912726025469647,1.0
CENPN,-0.53745365,-0.20328769,0.5909542838917012,1.0
SI,-0.53761035,-1.8772514,0.5908460817759389,1.0
SLA2,-0.5377429,-0.21065284,0.5907545650632652,1.0
CTPS1,-0.53775764,-0.123484135,0.5907443663154719,1.0
LINC01342,-0.53827465,-0.6583401,0.5903874611895372,1.0
SQOR,-0.5383387,-0.2610292,0.590343233917174,1.0
AL133325.2,-0.5386202,-0.2987621,0.5901489826587845,1.0
TTC3-AS1,-0.5390984,-0.13108361,0.5898189608209589,1.0
LINC01151,-0.5398054,-0.30144224,0.5893312463362507,1.0
ANKRD53,-0.5399872,-0.34335235,0.5892058365814985,1.0
AC010991.1,-0.54008365,-0.85493124,0.5891393510036791,1.0
AC127894.1,-0.54042315,-0.84525114,0.5889052337085408,1.0
LINC01301,-0.5407008,0.038153708,0.5887138152165564,1.0
AC092301.1,-0.5413849,-0.36366624,0.5882423410244979,1.0
ZCCHC18,-0.54138625,-0.23774663,0.5882413781685634,1.0
AP000695.1,-0.5422268,-0.69065326,0.587662283604864,1.0
C7orf31,-0.5422779,-0.14551573,0.5876270871212993,1.0
HOXC-AS1,-0.54278725,-1.3761847,0.5872762755065515,1.0
HOXB2,-0.5429969,-0.6047075,0.5871319650284279,1.0
AL161804.1,-0.54312,-0.24692045,0.5870471731026341,1.0
PEX14,-0.54324555,-0.14220767,0.586960737901135,1.0
AC108673.3,-0.5438208,-0.26795885,0.5865647779260315,1.0
ZNF391,-0.5445558,-0.21472785,0.5860590856018487,1.0
SLC6A5,-0.54481924,-2.2043345,0.5858778437552074,1.0
ATP2A1,-0.54496396,-0.35332558,0.5857783091115888,1.0
TMEM60,-0.5451646,-0.10547101,0.5856403464843565,1.0
LINC01597,-0.5453332,-0.3528743,0.5855243597315802,1.0
AC079226.2,-0.54534143,-0.7793831,0.585518732243322,1.0
NKAPD1,-0.5457488,-0.16335289,0.5852386248820778,1.0
CSF3,-0.54591686,-6.513815,0.5851230867286967,1.0
LINC01152,-0.54611546,-0.39574915,0.5849865677773531,1.0
ZDHHC7,-0.5474091,-0.14467841,0.5840977048066686,1.0
AL136169.1,-0.54757875,-0.16161934,0.5839811747683892,1.0
TRIP10,-0.5478522,-0.3312562,0.5837933785519747,1.0
CUL7,-0.54792786,-0.20450327,0.5837414311354081,1.0
AK4,-0.5480794,-0.07744921,0.5836374057118994,1.0
AC010186.3,-0.548261,-0.19821854,0.5835126962342456,1.0
AP003119.3,-0.5483746,-1.377041,0.5834347248598815,1.0
NCR3LG1,-0.54895365,-0.260933,0.5830372696869139,1.0
RIBC1,-0.5490654,-0.32572356,0.5829605607217031,1.0
LINC00658,-0.5492594,-0.6664756,0.582827427052523,1.0
CASC9,-0.5497229,-0.5698308,0.5825094429409754,1.0
IL1RL2,-0.5498012,-0.91412055,0.5824557688596386,1.0
AL133330.1,-0.550491,-0.5612888,0.5819826605712648,1.0
FAM83E,-0.5506545,-0.7364076,0.5818705700852171,1.0
MMP15,-0.5511994,-0.2994211,0.5814970080139563,1.0
DACT3-AS1,-0.55147046,-0.3533733,0.581311226607335,1.0
CAPSL,-0.5517126,-2.8971372,0.5811453054283274,1.0
SERPINE3,-0.55239004,-0.13136496,0.5806811721934437,1.0
AC072028.1,-0.5524627,-0.25599983,0.5806314051010671,1.0
SLC10A7,-0.5527549,-0.08962483,0.5804312631251229,1.0
U52111.1,-0.5531473,-0.12684037,0.5801625440856737,1.0
ZNF430,-0.5531735,-0.13248543,0.5801446406675423,1.0
AL499616.1,-0.5536172,-0.20381653,0.579840868718217,1.0
AC092428.1,-0.5536194,-0.2987804,0.5798393657586494,1.0
DENND5B,-0.5536535,-0.024037374,0.5798160018039585,1.0
AC008080.3,-0.554911,-0.19180451,0.5789555324590385,1.0
CHRNA3,-0.55514234,-1.1370865,0.5787972987568051,1.0
TCEANC2,-0.55569404,-0.1935573,0.5784200227548186,1.0
AC078778.1,-0.5558827,-0.45292592,0.5782910601979075,1.0
AL139090.1,-0.5563312,-1.1508578,0.5779844702013933,1.0
SCGN,-0.5564144,-1.4077531,0.5779275814059424,1.0
AC022679.2,-0.557033,-0.16756922,0.5775048860859762,1.0
AC105206.3,-0.55753183,-0.60286415,0.5771641352172212,1.0
AL590235.2,-0.5583286,-0.7246222,0.5766200030942508,1.0
TMEM69,-0.55877376,-0.16184343,0.5763161468585005,1.0
KLRC1,-0.55886334,-0.807617,0.576254975973904,1.0
LINC01310,-0.55982006,-0.4111392,0.575602177979917,1.0
AC005740.3,-0.560256,-0.1951851,0.5753048369980864,1.0
AC010601.1,-0.56043106,-1.0915736,0.5751854581429489,1.0
NID2,-0.56068254,-0.23466936,0.5750139651225563,1.0
AC068189.2,-0.56077737,-0.3068459,0.5749493212517405,1.0
CCDC84-DT,-0.56088614,-0.34168026,0.5748751551497486,1.0
JUP,-0.5611582,-0.20126845,0.5746896916637394,1.0
HHIPL2,-0.561368,-1.379047,0.5745467013673795,1.0
NANS,-0.5617939,-0.15973568,0.5742564189306594,1.0
AC087855.1,-0.5627389,-1.5440496,0.5736127132898468,1.0
AC026333.4,-0.56335086,-0.51736,0.5731959965023506,1.0
MRPL44,-0.56339496,-0.0979711,0.5731659647354808,1.0
ALKBH2,-0.5635968,-0.08945884,0.57302858911136,1.0
AC020656.1,-0.56365305,-0.40103588,0.572990273474541,1.0
LEMD1-AS1,-0.56371135,-1.7558639,0.5729506004082456,1.0
AC010336.8,-0.5645593,-0.24923949,0.5723735862755626,1.0
EXOC3L2,-0.5648676,-0.49640965,0.5721637943769309,1.0
LNCOG,-0.56516767,-0.29069087,0.5719597406245589,1.0
AC010336.1,-0.56593215,-0.57688445,0.5714399197599902,1.0
LINC02327,-0.5662347,-0.2742187,0.5712342250924757,1.0
AC007493.1,-0.5679691,-0.6622157,0.5700559600898778,1.0
NEK8,-0.5682531,-0.23159274,0.5698631057832042,1.0
IDUA,-0.56944054,-0.17031887,0.5690571954031134,1.0
LINC01797,-0.56988925,-1.5268188,0.5687528008662166,1.0
